,aac,bwt,fwt,afm,n_tasks,dataset,algo,datetime,dataset_name,agent_name,lr,batch_size,hidden_dim,nepoch,reg_coef,subset_size
52,70.20987807264567,-10.588525062672067,-1.6110709428152932,10.588525062672067,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,64,256,75,1.0,
6,70.20987807264567,-10.588525062672067,-1.6110709428152932,10.588525062672067,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,64,256,75,0.1,
35,70.20987807264567,-10.588525062672067,-1.6110709428152932,10.588525062672067,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,64,256,75,1000.0,
29,67.81253611488518,-12.62454740891591,-1.2537355376565458,12.784825640578948,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,256,256,75,1000.0,
48,67.81253611488518,-12.62454740891591,-1.2537355376565458,12.784825640578948,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,256,256,75,10000.0,
51,67.81253611488518,-12.62454740891591,-1.2537355376565458,12.784825640578948,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,256,256,75,100.0,
42,67.81253611488518,-12.62454740891591,-1.2537355376565458,12.784825640578948,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,256,256,75,100000.0,
62,67.81253611488518,-12.62454740891591,-1.2537355376565458,12.784825640578948,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,256,256,75,10.0,
14,67.81253611488518,-12.62454740891591,-1.2537355376565458,12.784825640578948,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,256,256,75,1.0,
4,67.81253611488518,-12.62454740891591,-1.2537355376565458,12.784825640578948,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,256,256,75,0.1,
38,67.55969688151595,-13.533474866163282,1.0202757009848247,13.534986405687881,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,256,256,75,100000.0,
15,67.55969688151595,-13.533474866163282,1.0202757009848247,13.534986405687881,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,256,256,75,10.0,
3,67.55969688151595,-13.533474866163282,1.0202757009848247,13.534986405687881,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,256,256,75,0.1,
33,67.55969688151595,-13.533474866163282,1.0202757009848247,13.534986405687881,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,256,256,75,1.0,
58,67.55969688151595,-13.533474866163282,1.0202757009848247,13.534986405687881,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,256,256,75,10000.0,
28,67.55969688151595,-13.533474866163282,1.0202757009848247,13.534986405687881,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,256,256,75,1000.0,
26,67.55969688151595,-13.533474866163282,1.0202757009848247,13.534986405687881,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,256,256,75,100.0,
44,65.40988598029264,-15.59475837460396,-1.1104574459722265,15.59475837460396,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,10,256,75,1000.0,
11,65.40988598029264,-15.59475837460396,-1.1104574459722265,15.59475837460396,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,10,256,75,1.0,
46,65.40988598029264,-15.59475837460396,-1.1104574459722265,15.59475837460396,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,10,256,75,10000.0,
5,65.40988598029264,-15.59475837460396,-1.1104574459722265,15.59475837460396,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,10,256,75,0.1,
24,65.40988598029264,-15.59475837460396,-1.1104574459722265,15.59475837460396,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,10,256,75,10.0,
40,65.40988598029264,-15.59475837460396,-1.1104574459722265,15.59475837460396,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,10,256,75,100000.0,
19,65.40988598029264,-15.59475837460396,-1.1104574459722265,15.59475837460396,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.01,10,256,75,100.0,
57,55.694516179562434,-19.790484806603118,-0.5867653872597377,19.790484806603118,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,64,256,75,1000.0,
55,55.694516179562434,-19.790484806603118,-0.5867653872597377,19.790484806603118,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,64,256,75,10.0,
50,55.694516179562434,-19.790484806603118,-0.5867653872597377,19.790484806603118,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,64,256,75,10000.0,
0,55.694516179562434,-19.790484806603118,-0.5867653872597377,19.790484806603118,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,64,256,75,0.1,
37,55.694516179562434,-19.790484806603118,-0.5867653872597377,19.790484806603118,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,64,256,75,100000.0,
9,55.694516179562434,-19.790484806603118,-0.5867653872597377,19.790484806603118,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,64,256,75,1.0,
22,55.694516179562434,-19.790484806603118,-0.5867653872597377,19.790484806603118,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,64,256,75,100.0,
47,49.84386358121403,-30.96369421643946,-1.1664499446985324,30.96369421643946,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,64,256,75,10000.0,
59,49.84386358121403,-30.96369421643946,-1.1664499446985324,30.96369421643946,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,64,256,75,100.0,
10,49.84386358121403,-30.96369421643946,-1.1664499446985324,30.96369421643946,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,64,256,75,1.0,
17,49.84386358121403,-30.96369421643946,-1.1664499446985324,30.96369421643946,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,64,256,75,0.1,
20,49.84386358121403,-30.96369421643946,-1.1664499446985324,30.96369421643946,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,64,256,75,10.0,
30,49.84386358121403,-30.96369421643946,-1.1664499446985324,30.96369421643946,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,64,256,75,1000.0,
41,49.84386358121403,-30.96369421643946,-1.1664499446985324,30.96369421643946,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,64,256,75,100000.0,
45,25.567689454545864,-18.986028627091393,-0.04392089519258264,20.193342655909785,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,256,256,75,10000.0,
21,25.567689454545864,-18.986028627091393,-0.04392089519258264,20.193342655909785,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,256,256,75,100.0,
36,25.567689454545864,-18.986028627091393,-0.04392089519258264,20.193342655909785,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,256,256,75,100000.0,
18,25.567689454545864,-18.986028627091393,-0.04392089519258264,20.193342655909785,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,256,256,75,10.0,
27,25.567689454545864,-18.986028627091393,-0.04392089519258264,20.193342655909785,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,256,256,75,1000.0,
8,25.567689454545864,-18.986028627091393,-0.04392089519258264,20.193342655909785,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,256,256,75,1.0,
2,25.567689454545864,-18.986028627091393,-0.04392089519258264,20.193342655909785,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.001,256,256,75,0.1,
25,9.775435520419986,-0.11382716808906501,-2.0169011126643372,0.6652163560404359,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,10,256,75,10.0,
23,9.775435520419986,-0.11382716808906501,-2.0169011126643372,0.6652163560404359,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,10,256,75,100.0,
54,9.775435520419986,-0.11382716808906501,-2.0169011126643372,0.6652163560404359,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,10,256,75,10000.0,
12,9.775435520419986,-0.11382716808906501,-2.0169011126643372,0.6652163560404359,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,10,256,75,0.1,
43,9.775435520419986,-0.11382716808906501,-2.0169011126643372,0.6652163560404359,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,10,256,75,100000.0,
7,9.775435520419986,-0.11382716808906501,-2.0169011126643372,0.6652163560404359,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,10,256,75,1.0,
31,9.775435520419986,-0.11382716808906501,-2.0169011126643372,0.6652163560404359,10,gs_split-cub,sgd,2020-11-16-07-43-0,gs_split-cub,sgd,0.1,10,256,75,1000.0,
19,76.31791660898479,-1.6924920406574637,-0.4696624826318289,1.7511533027165125,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,10,256,75,10.0,
21,75.07333681816058,-4.052625994790154,-0.2410154444335094,4.0910063440513325,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,64,256,75,10.0,
8,74.67994606471076,-5.994811517210741,-0.16683349177626564,5.994811517210741,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,10,256,75,1.0,
2,74.32335576591612,-3.1382301895966815,-0.26334908327387485,3.6721628766669614,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,10,256,75,0.1,
29,73.75206781791442,-4.223848260057754,-0.6337443922784068,4.3197991332107,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,256,256,75,100.0,
23,72.784552098409,0.34457125868728156,-1.0599446601264784,0.22849639369955652,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,10,256,75,100.0,
24,72.5342333192997,-0.261905415439317,-0.43056576086581266,1.198665936280531,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,10,256,75,1.0,
32,72.36132448416667,-9.374854242177781,-0.20669580184895742,9.374854242177781,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,64,256,75,1.0,
0,71.76227596499673,-9.816969189542277,-0.3601174581110783,9.855349538803454,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,10,256,75,0.1,
18,70.92134680964156,-8.876721920831692,-0.6163459108113626,8.876721920831692,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,256,256,75,10.0,
12,70.69157323569516,-8.193799720424241,-0.18842589214638147,8.371419613852304,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,256,256,75,1.0,
4,69.95901334203023,-12.026413099040909,-0.39938531515802705,12.026413099040909,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,64,256,75,0.1,
6,69.26328572613357,-7.409716655439177,-0.5910784849828261,7.409716655439177,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,64,256,75,0.1,
16,68.54789194980323,-11.686647120987926,-0.865371485539855,11.686647120987926,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,256,256,75,1.0,
7,68.15561997893234,-12.049005200604096,-0.7501745165955631,12.049005200604096,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,256,256,75,0.1,
10,67.746554770914,-12.582145351374871,-0.39638970161975373,12.582145351374871,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,256,256,75,0.1,
30,62.49616300522856,-11.693947171806151,-0.8895289288028054,11.693947171806151,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,64,256,75,100.0,
34,59.92656665604831,-5.091258861215808,-0.9975089569080543,5.188554054833243,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,64,256,75,1000.0,
15,58.005676728754544,-18.20761150710806,-0.6005042862077481,18.20761150710806,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,64,256,75,10.0,
9,56.28082597598775,-20.280211732328382,-0.5040073272349724,20.280211732328382,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,64,256,75,1.0,
3,56.107294113226864,-20.491318971997405,-0.5230658368595199,20.491318971997405,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,64,256,75,0.1,
41,24.98732488440409,-16.360861576235536,0.19595799656496915,16.360861576235536,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,256,256,75,1000.0,
40,24.275123646652826,-6.0204053798588655,-0.018753848873778328,6.501461553949312,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,256,256,75,10000.0,
26,24.05270218060409,-18.637102188409287,0.44316649887763354,18.637102188409287,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,256,256,75,100.0,
1,23.831409489168642,-19.19017747706335,0.4241079892530862,19.19017747706335,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,256,256,75,0.1,
11,23.762075097510753,-19.228855938708147,0.4051540849839143,19.228855938708147,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,256,256,75,10.0,
55,23.726832160262074,-19.23016027020214,0.42353556051877966,19.23016027020214,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,256,256,75,1.0,
48,13.508900403647848,-0.4377859614560753,-0.3938772524440252,0.6875743665694318,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,256,256,75,100000.0,
49,5.128223775430138,-8.36668572517629,-0.6886153144466011,9.337028041202922,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,10,256,75,100000.0,
50,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,10000.0,
51,5.128223775430138,-8.59538784067086,-1.0627267996691974,9.264263689603592,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,256,256,75,100000.0,
47,5.128223775430138,-8.423861254049932,-1.0253156511469377,9.018279814301358,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,64,256,75,100000.0,
46,5.128223775430138,-8.423861254049932,-1.0253156511469377,9.018279814301358,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,64,256,75,10000.0,
56,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,64,256,75,10000.0,
52,5.128223775430138,-8.59538784067086,-1.0627267996691974,9.264263689603592,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,256,256,75,10000.0,
53,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,64,256,75,100000.0,
54,5.128223775430138,-8.36668572517629,-0.6886153144466011,9.337028041202922,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,10,256,75,10000.0,
44,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,1000.0,
57,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,256,256,75,100000.0,
58,5.128223775430138,-8.557270821421765,-1.0440212254080674,9.037738853024846,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,10,256,75,10000.0,
59,5.128223775430138,-7.87116447493806,-1.0253156511469377,8.58356566396567,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,64,256,75,100000.0,
60,5.128223775430138,-8.557270821421765,-1.0440212254080674,9.037738853024846,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,10,256,75,100000.0,
61,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,256,256,75,10000.0,
45,5.128223775430138,-45.828077064067934,-1.057258376468705,46.39993422437397,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,256,256,75,1000.0,
31,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,64,256,75,100.0,
43,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,64,256,75,10.0,
42,5.128223775430138,-8.36668572517629,-0.6886153144466011,9.337028041202922,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,10,256,75,1000.0,
5,5.128223775430138,-0.6649302246786523,-0.6704170099959427,1.6766684581402176,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,0.1,
13,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,1.0,
14,5.128223775430138,-29.517693683148284,-0.9215134740934678,30.92274563453859,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,64,256,75,1.0,
17,5.128223775430138,-15.568331815711272,-0.8581068398703298,16.259120487274057,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,10,256,75,10.0,
20,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,10.0,
22,5.128223775430138,-53.99090131163148,-0.5023923899698999,55.07076490853881,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,256,256,75,10.0,
25,5.128223775430138,-53.94904901199742,-1.2425695412736353,54.90542512196204,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,64,256,75,100.0,
27,5.128223775430138,-8.36668572517629,-0.6886153144466011,9.337028041202922,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,10,256,75,100.0,
28,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,100.0,
33,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,256,256,75,100.0,
35,5.128223775430138,-22.520633259360473,-0.92225381698923,23.154112678265438,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,10,256,75,1000.0,
36,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,64,256,75,1000.0,
37,5.128223775430138,-8.423861254049932,-1.0253156511469377,9.018279814301358,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,64,256,75,1000.0,
38,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,256,256,75,1000.0,
39,5.128223775430138,-31.875580246005825,-0.9487546040396507,32.56506013338349,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,64,256,75,10000.0,
62,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,100000.0,
14,76.22950684626707,-1.9411829928990665,-0.5576918488144146,2.671340690527815,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,64,256,75,1.0,
9,76.11227501758742,-4.391974976200148,-0.0718958050696688,4.470917151057064,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,10,256,75,1.0,
30,75.91046720604075,-0.6762665888770161,-0.34012614776748723,1.0056599305813971,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,10,256,75,10.0,
1,75.21784449213033,-4.531803519944246,-0.42803101363547247,4.762085615511315,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,10,256,75,0.1,
20,74.41769340442156,-0.2170878022984605,-0.346458823494808,1.031494273960836,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,64,256,75,10.0,
